Metadata_plate_map_name,Metadata_cell_type,Metadata_batch_id,Metadata_Concentration_mgmL,Metadata_Concentration_ugmL,Metadata_Concentration_mM,Metadata_Concentration_uM,Metadata_Volume_uL,Metadata_Volume_nL,Metadata_Solvent,Metadata_Formula_Weight,Metadata_Molecular_Weight,Metadata_control_type,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_CellsIncludingEdges,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Count_NucleiIncludingEdges,Metadata_Object_Count,Metadata_Batch,Metadata_Media,Metadata_OASIS_ID,Metadata_PREFERRED_NAME,Metadata_Compound,Metadata_Treatment,Metadata_reference_index,n_pos_pairs,n_total_pairs,average_precision
BR00147157,U2OS,BRD-A06352418-001-30-9,0.021546,21.546,0.045679,45.679,0.12,120,DMSO,471.69,471.31,,BR00147157,F08,9,2089,2307,2089,2089,2307,2089,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS822,Terfenadine,Terfenadine,Terfenadine_DMSO,-1,23,119,0.14174646447970735
BR00147157,U2OS,BRD-K01826056-003-03-9,2.2849,2284.9,11.111,11111.0,0.12,120,DMSO,205.64,169.07,,BR00147157,F09,9,1191,1370,1191,1191,1370,1191,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1115,,OASIS1115,OASIS1115_DMSO,-1,23,119,0.1527880289226793
BR00147157,U2OS,BRD-U00145635-001-01-9,,,0.045679,45.679,0.12,120,DMSO,,,,BR00147157,F10,9,2093,2325,2093,2093,2325,2093,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00145635-001-01-9,BRD-U00145635-001-01-9_DMSO,-1,23,119,0.19729638672468308
BR00147157,U2OS,BRD-K74514084-001-12-9,0.059956,59.956,0.13704,137.04,0.12,120,DMSO,437.52,437.16,,BR00147157,F11,9,2259,2505,2259,2259,2505,2259,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DMSO,-1,23,119,0.6116151810224402
BR00147157,U2OS,BRD-A97701745-001-20-9,2.7592,2759.2,11.111,11111.0,0.12,120,DMSO,248.33,248.15,,BR00147157,F12,9,1943,2146,1943,1943,2146,1943,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1433,Pindolol,Pindolol,Pindolol_DMSO,-1,23,119,0.4706533421527173
BR00147157,U2OS,BRD-A97104540-004-17-9,0.15814,158.14,0.41152,411.52,0.12,120,DMSO,384.27,303.15,,BR00147157,F13,9,1867,2051,1867,1867,2051,1867,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DMSO,-1,23,119,0.21154824439318362
BR00147157,U2OS,BRD-K93461745-003-28-9,0.019294,19.294,0.045725,45.725,0.12,120,DMSO,421.97,385.25,,BR00147157,F14,9,1246,1356,1246,1246,1356,1246,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS797,,OASIS797,OASIS797_DMSO,-1,23,119,0.1728644059623205
BR00147157,U2OS,BRD-K47557313-001-03-9,0.751,751.0,1.7009,1700.9,0.12,120,DMSO,441.52,441.22,,BR00147157,F15,9,2059,2266,2059,2059,2266,2059,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-K47557313-001-03-9,BRD-K47557313-001-03-9_DMSO,-1,11,107,0.9368686868686869
BR00147157,U2OS,BRD-U00146216-001-01-9,,,1.2346,1234.6,0.12,120,DMSO,,,,BR00147157,F16,9,2163,2397,2163,2163,2397,2163,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146216-001-01-9,BRD-U00146216-001-01-9_DMSO,-1,23,119,0.2027499305224419
BR00147157,U2OS,BRD-U00146215-001-01-9,,,1.2346,1234.6,0.12,120,DMSO,,,,BR00147157,F18,9,2082,2305,2082,2082,2305,2082,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146215-001-01-9,BRD-U00146215-001-01-9_DMSO,-1,22,118,0.29881946912630714
BR00147157,U2OS,BRD-K00140312-065-01-9,0.005899,5.8994,0.015226,15.226,0.12,120,DMSO,387.45,289.17,,BR00147157,F19,9,1797,2021,1797,1797,2021,1797,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS982,,OASIS982,OASIS982_DMSO,-1,23,119,0.18625344611783354
BR00147157,U2OS,BRD-K71879491-001-57-9,0.12364,123.64,0.41152,411.52,0.12,120,DMSO,300.44,300.21,,BR00147157,F20,9,1920,2128,1920,1920,2128,1920,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS140,Retinoic acid,Retinoic acid,Retinoic acid_DMSO,-1,23,119,0.3566849066550201
BR00147157,U2OS,BRD-A99888680-001-08-9,1.578,1578.0,3.7,3700.0,0.12,120,DMSO,426.49,426.21,,BR00147157,F21,9,1923,2110,1923,1923,2110,1923,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1369,Paliperidone,Paliperidone,Paliperidone_DMSO,-1,23,119,0.2751564712121132
BR00147157,U2OS,BRD-K47278471-003-31-9,0.12009,120.09,0.41152,411.52,0.12,120,DMSO,291.82,255.16,,BR00147157,F22,9,2011,2206,2011,2011,2206,2011,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1006,Diphenhydramine,Diphenhydramine,Diphenhydramine_DMSO,-1,23,119,0.1903782182030826
BR00147157,U2OS,BRD-K01826519-003-12-9,14.183,14183.0,33.3,33300.0,0.12,120,DMSO,425.91,389.21,,BR00147157,F23,9,1946,2159,1946,1946,2159,1946,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1265,,OASIS1265,OASIS1265_DMSO,-1,23,119,0.4031075908031334
BR00147157,U2OS,BRD-K70401845-001-27-9,1.4572,1457.2,3.7037,3703.7,0.12,120,DMSO,393.44,393.17,,BR00147157,F24,9,1702,1885,1702,1702,1885,1702,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1472,Erlotinib,Erlotinib,Erlotinib_DMSO,-1,23,119,0.8999210036822884
BR00147157,U2OS,BRD-A50157456-065-26-9,6.0961,6096.1,11.111,11111.0,0.12,120,DMSO,548.65,225.14,,BR00147157,G01,9,2397,2648,2397,2397,2648,2397,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1283,,OASIS1283,OASIS1283_DMSO,-1,23,119,0.2516791144416618
BR00147157,U2OS,BRD-K81473089-001-30-9,0.73433,734.33,3.7037,3703.7,0.12,120,DMSO,198.27,198.12,,BR00147157,G02,9,2140,2386,2140,2140,2386,2140,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS082,Tacrine,Tacrine,Tacrine_DMSO,-1,23,119,0.26723545102379964
BR00147157,U2OS,BRD-K93461745-003-28-9,0.057883,57.883,0.13717,137.17,0.12,120,DMSO,421.97,385.25,,BR00147157,G03,9,2022,2253,2022,2022,2253,2022,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS797,,OASIS797,OASIS797_DMSO,-1,23,119,0.18490239418115645
BR00147157,U2OS,BRD-K53857191-001-27-9,0.00625,6.2503,0.015226,15.226,0.12,120,DMSO,410.49,410.21,,BR00147157,G04,9,2182,2410,2182,2182,2410,2182,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1459,Risperidone,Risperidone,Risperidone_DMSO,-1,23,119,0.21041804713008486
BR00147157,U2OS,BRD-U00146216-001-01-9,,,3.7037,3703.7,0.12,120,DMSO,,,,BR00147157,G05,9,2023,2228,2023,2023,2228,2023,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146216-001-01-9,BRD-U00146216-001-01-9_DMSO,-1,23,119,0.2461835310012745
BR00147157,U2OS,BRD-U00146220-001-01-9,,,0.045725,45.725,0.12,120,DMSO,,,,BR00147157,G06,9,2195,2431,2195,2195,2431,2195,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146220-001-01-9,BRD-U00146220-001-01-9_DMSO,-1,23,119,0.33668616772110005
BR00147157,U2OS,BRD-K00003619-001-04-9,0.034881,34.881,0.13717,137.17,0.12,120,DMSO,254.28,254.09,,BR00147157,G07,9,2149,2380,2149,2149,2380,2149,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1180,Ketoprofen,Ketoprofen,Ketoprofen_DMSO,-1,23,119,0.19103626825060854
BR00147157,U2OS,BRD-K01825106-001-06-9,0.052058,52.058,0.13717,137.17,0.12,120,DMSO,379.5,379.21,,BR00147157,G09,9,2006,2234,2006,2006,2234,2006,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1480,Donepezil,Donepezil,Donepezil_DMSO,-1,23,119,0.22199278097475686
BR00147157,U2OS,BRD-K68867920-051-16-9,3.2707,3270.7,3.7037,3703.7,0.12,120,DMSO,883.09,383.17,,BR00147157,G11,9,2073,2280,2073,2073,2280,2073,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1553,,OASIS1553,OASIS1553_DMSO,-1,23,119,0.38212352500144103
BR00147157,U2OS,BRD-U00146215-001-01-9,,,0.13717,137.17,0.12,120,DMSO,,,,BR00147157,G12,9,2372,2645,2372,2372,2645,2372,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146215-001-01-9,BRD-U00146215-001-01-9_DMSO,-1,22,118,0.24360454429600747
BR00147157,U2OS,BRD-U00146221-001-01-9,,,33.333,33333.0,0.12,120,DMSO,,,,BR00147157,G13,9,1428,1597,1428,1428,1597,1428,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DMSO,-1,23,119,0.5144184926064904
BR00147157,U2OS,BRD-K58550667-001-12-9,0.666,666.0,1.7011,1701.1,0.12,120,DMSO,391.51,391.23,,BR00147157,G14,9,2195,2425,2195,2195,2425,2195,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-K58550667-001-12-9,BRD-K58550667-001-12-9_DMSO,-1,11,107,0.13351002654647115
BR00147157,U2OS,BRD-K82795137-001-31-9,4.2543,4254.3,11.111,11111.0,0.12,120,DMSO,382.89,382.14,,BR00147157,G15,9,1945,2113,1945,1945,2113,1945,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS302,Loratadine,Loratadine,Loratadine_DMSO,-1,23,119,0.5901011380274445
BR00147157,U2OS,BRD-K74514084-001-12-9,0.006662,6.6618,0.015226,15.226,0.12,120,DMSO,437.52,437.16,,BR00147157,G16,9,2072,2292,2072,2072,2292,2072,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DMSO,-1,23,119,0.25415785771733274
BR00147157,U2OS,BRD-A29485665-001-18-9,0.17711,177.11,0.41152,411.52,0.12,120,DMSO,430.37,430.06,,BR00147157,G17,9,2192,2439,2192,2192,2439,2192,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS794,Bicalutamide,Bicalutamide,Bicalutamide_DMSO,-1,23,119,0.16037464468986465
BR00147157,U2OS,BRD-U00146219-001-01-9,,,0.045725,45.725,0.12,120,DMSO,,,,BR00147157,G18,9,2112,2330,2112,2112,2330,2112,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146219-001-01-9,BRD-U00146219-001-01-9_DMSO,-1,23,119,0.15095827345576823
BR00147157,U2OS,BRD-K92441787-001-10-9,1.2907,1290.7,3.7037,3703.7,0.12,120,DMSO,348.49,348.21,,BR00147157,G19,9,2052,2286,2052,2052,2286,2052,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS742,Bexarotene,Bexarotene,Bexarotene_DMSO,-1,23,119,0.5168093307789204
BR00147157,U2OS,BRD-K38775274-001-29-9,0.667,667.0,1.6995,1699.5,0.12,120,DMSO,392.46,392.2,,BR00147157,G20,9,2057,2288,2057,2057,2288,2057,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-K38775274-001-29-9,BRD-K38775274-001-29-9_DMSO,-1,11,107,0.8233388169658824
BR00147157,U2OS,BRD-K01826519-003-12-9,1.5759,1575.9,3.7,3700.0,0.12,120,DMSO,425.91,389.21,,BR00147157,G21,9,2122,2350,2122,2122,2350,2122,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1265,,OASIS1265,OASIS1265_DMSO,-1,23,119,0.20866555834067363
BR00147157,U2OS,BRD-K46018455-001-31-9,0.049632,49.632,0.13717,137.17,0.12,120,DMSO,361.82,361.11,,BR00147157,G22,9,2003,2211,2003,2003,2211,2003,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS305,Bezafibrate,Bezafibrate,Bezafibrate_DMSO,-1,23,119,0.4026830154887275
BR00147157,U2OS,BRD-K01825098-003-05-9,0.016684,16.684,0.045725,45.725,0.12,120,DMSO,364.87,328.18,,BR00147157,G23,9,2067,2296,2067,2067,2296,2067,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS084,,OASIS084,OASIS084_DMSO,-1,23,119,0.146418498374158
BR00147157,U2OS,BRD-A06352418-001-30-9,5.2357,5235.7,11.1,11100.0,0.12,120,DMSO,471.69,471.31,,BR00147157,G24,9,55,59,55,55,59,55,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS822,Terfenadine,Terfenadine,Terfenadine_DMSO,-1,23,119,0.601944515217589
BR00147157,U2OS,BRD-U00145635-001-01-9,,,0.13704,137.04,0.12,120,DMSO,,,,BR00147157,H01,9,2266,2532,2266,2266,2532,2266,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00145635-001-01-9,BRD-U00145635-001-01-9_DMSO,-1,23,119,0.15731628535500983
BR00147157,U2OS,BRD-K68867920-051-16-9,29.436,29436.0,33.333,33333.0,0.12,120,DMSO,883.09,383.17,,BR00147157,H02,9,2169,2383,2169,2169,2383,2169,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1553,,OASIS1553,OASIS1553_DMSO,-1,23,119,0.4994632286937786
BR00147157,U2OS,BRD-U00145681-001-01-9,,,1.2333,1233.3,0.12,120,DMSO,,,,BR00147157,H04,9,2229,2469,2229,2229,2469,2229,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00145681-001-01-9,BRD-U00145681-001-01-9_DMSO,-1,23,119,0.4402133842264738
BR00147157,U2OS,BRD-K01826519-003-12-9,0.006485,6.485,0.015226,15.226,0.12,120,DMSO,425.91,389.21,,BR00147157,H05,9,2348,2597,2348,2348,2597,2348,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1265,,OASIS1265,OASIS1265_DMSO,-1,23,119,0.22305062436090634
BR00147157,U2OS,BRD-K22031190-001-27-9,25.02,25020.0,100.0,100000.0,0.12,120,DMSO,250.2,250.04,,BR00147157,H06,9,1877,2060,1877,1877,2060,1877,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DMSO,-1,23,119,0.38441232536535214
BR00147157,U2OS,BRD-U00146219-001-01-9,,,11.111,11111.0,0.12,120,DMSO,,,,BR00147157,H07,9,2266,2505,2266,2266,2505,2266,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146219-001-01-9,BRD-U00146219-001-01-9_DMSO,-1,23,119,0.31197727296080835
BR00147157,U2OS,BRD-K51544265-001-13-9,5.5724,5572.4,11.111,11111.0,0.12,120,DMSO,501.51,501.17,,BR00147157,H08,9,894,976,894,894,976,894,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1739,Cabozantinib,Cabozantinib,Cabozantinib_DMSO,-1,23,119,0.6218786169526975
BR00147157,U2OS,BRD-U00146220-001-01-9,,,3.7037,3703.7,0.12,120,DMSO,,,,BR00147157,H09,9,1128,1266,1128,1128,1266,1128,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146220-001-01-9,BRD-U00146220-001-01-9_DMSO,-1,23,119,0.8007848656548614
BR00147157,U2OS,BRD-K00140312-065-01-9,4.3007,4300.7,11.1,11100.0,0.12,120,DMSO,387.45,289.17,,BR00147157,H10,9,2254,2502,2254,2254,2502,2254,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS982,,OASIS982,OASIS982_DMSO,-1,23,119,0.2302125412794561
BR00147157,U2OS,BRD-K53857191-001-27-9,13.669,13669.0,33.3,33300.0,0.12,120,DMSO,410.49,410.21,,BR00147157,H11,9,2182,2409,2182,2182,2409,2182,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1459,Risperidone,Risperidone,Risperidone_DMSO,-1,23,119,0.44454482037780246
BR00147157,U2OS,BRD-A99888680-001-08-9,0.006494,6.4939,0.015226,15.226,0.12,120,DMSO,426.49,426.21,,BR00147157,H13,9,1948,2152,1948,1948,2152,1948,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1369,Paliperidone,Paliperidone,Paliperidone_DMSO,-1,23,119,0.19723684587440624
BR00147157,U2OS,BRD-U00146217-001-01-9,,,3.7,3700.0,0.12,120,DMSO,,,,BR00147157,H14,9,2144,2390,2144,2144,2390,2144,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146217-001-01-9,BRD-U00146217-001-01-9_DMSO,-1,23,119,0.429327243455513
BR00147157,U2OS,BRD-K81473089-001-30-9,0.027197,27.197,0.13717,137.17,0.12,120,DMSO,198.27,198.12,,BR00147157,H15,9,2238,2480,2238,2238,2480,2238,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS082,Tacrine,Tacrine,Tacrine_DMSO,-1,23,119,0.1562961600195908
BR00147157,U2OS,BRD-U00146221-001-01-9,,,11.111,11111.0,0.12,120,DMSO,,,,BR00147157,H16,9,1534,1699,1534,1534,1699,1534,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DMSO,-1,23,119,0.6539365937096996
BR00147157,U2OS,BRD-K00003619-001-04-9,25.428,25428.0,100.0,100000.0,0.12,120,DMSO,254.28,254.09,,BR00147157,H17,9,2218,2426,2218,2218,2426,2218,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1180,Ketoprofen,Ketoprofen,Ketoprofen_DMSO,-1,23,119,0.3075798110913652
BR00147157,U2OS,BRD-K28132190-001-02-0,0.816,816.0,1.7003,1700.3,0.12,120,DMSO,479.93,479.17,,BR00147157,H18,9,2020,2235,2020,2020,2235,2020,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-K28132190-001-02-0,BRD-K28132190-001-02-0_DMSO,-1,11,107,1.0
BR00147157,U2OS,BRD-A36471396-001-07-9,1.1524,1152.4,3.7,3700.0,0.12,120,DMSO,311.47,311.22,,BR00147157,H19,9,1941,2155,1941,1941,2155,1941,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1187,Biperiden,Biperiden,Biperiden_DMSO,-1,23,119,0.32488088586542674
BR00147157,U2OS,BRD-K82795137-001-31-9,0.017508,17.508,0.045725,45.725,0.12,120,DMSO,382.89,382.14,,BR00147157,H20,9,2222,2437,2222,2222,2437,2222,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS302,Loratadine,Loratadine,Loratadine_DMSO,-1,23,119,0.2581139145212409
BR00147157,U2OS,BRD-A97701745-001-20-9,0.034064,34.064,0.13717,137.17,0.12,120,DMSO,248.33,248.15,,BR00147157,H21,9,2152,2407,2152,2152,2407,2152,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1433,Pindolol,Pindolol,Pindolol_DMSO,-1,23,119,0.19377782149163114
BR00147157,U2OS,BRD-K58550667-001-12-9,0.666,666.0,1.7011,1701.1,0.12,120,DMSO,391.51,391.23,,BR00147157,H22,9,2136,2366,2136,2136,2366,2136,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-K58550667-001-12-9,BRD-K58550667-001-12-9_DMSO,-1,11,107,0.29205062047085373
BR00147157,U2OS,BRD-U00146218-001-01-9,,,3.7037,3703.7,0.12,120,DMSO,,,,BR00147157,H23,9,2096,2324,2096,2096,2324,2096,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146218-001-01-9,BRD-U00146218-001-01-9_DMSO,-1,23,119,0.2709779942963287
BR00147157,U2OS,BRD-A50157456-065-26-9,2.032,2032.0,3.7037,3703.7,0.12,120,DMSO,548.65,225.14,,BR00147157,H24,9,2225,2484,2225,2225,2484,2225,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1283,,OASIS1283,OASIS1283_DMSO,-1,23,119,0.23817838172446953
BR00147157,U2OS,BRD-K22031190-001-27-9,8.34,8340.0,33.333,33333.0,0.12,120,DMSO,250.2,250.04,,BR00147157,I01,9,2261,2506,2261,2261,2506,2261,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DMSO,-1,23,119,0.2486286549684494
BR00147157,U2OS,BRD-K28307902-001-28-9,0.01263,12.63,0.045725,45.725,0.12,120,DMSO,276.21,276.07,,BR00147157,I02,9,1923,2143,1923,1923,2143,1923,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS014,Flutamide,Flutamide,Flutamide_DMSO,-1,23,119,0.17029046348072305
BR00147157,U2OS,BRD-U00146218-001-01-9,,,0.13717,137.17,0.12,120,DMSO,,,,BR00147157,I03,9,2321,2559,2321,2321,2559,2321,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146218-001-01-9,BRD-U00146218-001-01-9_DMSO,-1,23,119,0.22625025520879197
BR00147157,U2OS,BRD-K01825106-001-06-9,0.15617,156.17,0.41152,411.52,0.12,120,DMSO,379.5,379.21,,BR00147157,I04,9,1852,2055,1852,1852,2055,1852,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1480,Donepezil,Donepezil,Donepezil_DMSO,-1,23,119,0.21279207635620195
BR00147157,U2OS,BRD-K89517477-001-03-9,0.847,847.0,1.6997,1699.7,0.12,120,DMSO,498.32,497.07,,BR00147157,I05,9,1826,2037,1826,1826,2037,1826,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-K89517477-001-03-9,BRD-K89517477-001-03-9_DMSO,-1,11,107,0.3069848437611609
BR00147157,U2OS,BRD-K00003619-001-04-9,0.31393,313.93,1.2346,1234.6,0.12,120,DMSO,254.28,254.09,,BR00147157,I06,9,1972,2185,1972,1972,2185,1972,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1180,Ketoprofen,Ketoprofen,Ketoprofen_DMSO,-1,23,119,0.2114288457510874
BR00147157,U2OS,BRD-K59632282-001-04-9,0.552,552.0,1.7015,1701.5,0.12,120,DMSO,324.42,324.18,,BR00147157,I07,9,2097,2337,2097,2097,2337,2097,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-K59632282-001-04-9,BRD-K59632282-001-04-9_DMSO,-1,11,107,0.386929348618744
BR00147157,U2OS,BRD-K81473089-001-30-9,19.827,19827.0,100.0,100000.0,0.12,120,DMSO,198.27,198.12,,BR00147157,I08,9,541,586,541,541,586,541,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS082,Tacrine,Tacrine,Tacrine_DMSO,-1,23,119,0.47258658937850107
BR00147157,U2OS,BRD-U00146221-001-01-9,,,0.13717,137.17,0.12,120,DMSO,,,,BR00147157,I10,9,2303,2567,2303,2303,2567,2303,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DMSO,-1,23,119,0.2518089065838852
BR00147157,U2OS,BRD-K47278471-003-31-9,0.04003,40.03,0.13717,137.17,0.12,120,DMSO,291.82,255.16,,BR00147157,I11,9,1959,2164,1959,1959,2164,1959,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1006,Diphenhydramine,Diphenhydramine,Diphenhydramine_DMSO,-1,23,119,0.19713007203915253
BR00147157,U2OS,BRD-K74514084-001-12-9,0.17987,179.87,0.41111,411.11,0.12,120,DMSO,437.52,437.16,,BR00147157,I12,9,2259,2492,2259,2259,2492,2259,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DMSO,-1,23,119,0.7345106599480944
BR00147157,U2OS,BRD-K53857191-001-27-9,1.5188,1518.8,3.7,3700.0,0.12,120,DMSO,410.49,410.21,,BR00147157,I13,9,1949,2159,1949,1949,2159,1949,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1459,Risperidone,Risperidone,Risperidone_DMSO,-1,23,119,0.3148485398251696
BR00147157,U2OS,BRD-K71879491-001-57-9,1.1127,1112.7,3.7037,3703.7,0.12,120,DMSO,300.44,300.21,,BR00147157,I15,9,2262,2514,2262,2262,2514,2262,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS140,Retinoic acid,Retinoic acid,Retinoic acid_DMSO,-1,23,119,0.5309115538153641
BR00147157,U2OS,BRD-A29485665-001-18-9,0.53132,531.32,1.2346,1234.6,0.12,120,DMSO,430.37,430.06,,BR00147157,I16,9,1887,2082,1887,1887,2082,1887,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS794,Bicalutamide,Bicalutamide,Bicalutamide_DMSO,-1,23,119,0.19380476209076117
BR00147157,U2OS,BRD-K01826519-003-12-9,4.7276,4727.6,11.1,11100.0,0.12,120,DMSO,425.91,389.21,,BR00147157,I18,9,2038,2290,2038,2038,2290,2038,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1265,,OASIS1265,OASIS1265_DMSO,-1,23,119,0.23774682492696847
BR00147157,U2OS,BRD-U00146217-001-01-9,,,0.045679,45.679,0.12,120,DMSO,,,,BR00147157,I19,9,2082,2316,2082,2082,2316,2082,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00146217-001-01-9,BRD-U00146217-001-01-9_DMSO,-1,23,119,0.17092486382265704
BR00147157,U2OS,BRD-U00145675-001-01-9,,,3.7,3700.0,0.12,120,DMSO,,,,BR00147157,I20,9,1959,2177,1959,1959,2177,1959,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,,,BRD-U00145675-001-01-9,BRD-U00145675-001-01-9_DMSO,-1,23,119,0.47253005894742356
BR00147157,U2OS,BRD-K73381542-001-27-9,0.007646,7.6455,0.045725,45.725,0.12,120,DMSO,167.21,167.09,,BR00147157,I21,9,1881,2104,1881,1881,2104,1881,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1552,Phenylephrine,Phenylephrine,Phenylephrine_DMSO,-1,23,119,0.23111991164856177
BR00147157,U2OS,BRD-K51544265-001-13-9,50.151,50151.0,100.0,100000.0,0.12,120,DMSO,501.51,501.17,,BR00147157,I22,9,289,320,289,289,320,289,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS1739,Cabozantinib,Cabozantinib,Cabozantinib_DMSO,-1,23,119,0.5820114228420532
BR00147157,U2OS,BRD-K82795137-001-31-9,0.052523,52.523,0.13717,137.17,0.12,120,DMSO,382.89,382.14,,BR00147157,I23,9,2281,2539,2281,2281,2539,2281,2025_04_14_OASIS_U2OS_Industry_Batch4,DMSO,OASIS302,Loratadine,Loratadine,Loratadine_DMSO,-1,23,119,0.28482291448675506
